comparison_id,variable,time_index,time_label,value__mf6_demo_triangular,value__nwt_demo_structured
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,0,2003-01-01,0.0185686525936205,0.054775629192590714
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,0,2003-01-01,79.1025153920231,88.5
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,0,2003-01-01,2.6606915827266253e-08,2.662338035542755e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,0,2003-01-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,0,2003-01-01,5.787037037037037e-08,2.7199074074074075e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,0,2003-01-01,100.0,93.05555555555556
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,0,2003-01-01,100.0,94.72222222222221
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,0,2003-01-01,0.0,0.02480418516133491
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,0,2003-01-01,131.0995836867127,123.11595473607382
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,1,2003-02-01,0.035080239512363956,0.11049557477235794
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,1,2003-02-01,79.1025153920231,93.6388888888889
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,1,2003-02-01,5.2601966638695915e-08,5.3770535386425436e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,1,2003-02-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,1,2003-02-01,5.5555555555555555e-08,5.5555555555555555e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,1,2003-02-01,99.72745220072528,99.83333333333333
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,1,2003-02-01,100.0,99.86111111111111
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_depth,1,2003-02-01,1.0468415497239751,0.0033128505040807632
example12_mf6_vs_nwt_different_meshes_demonstrative,watertable_elevation,1,2003-02-01,140.5622877478859,124.66164575576782
example12_mf6_vs_nwt_different_meshes_demonstrative,accumulation_flux,2,2003-03-01,0.03325737879482253,0.10058441758155823
example12_mf6_vs_nwt_different_meshes_demonstrative,intermit_areas,2,2003-03-01,79.1025153920231,93.77777777777779
example12_mf6_vs_nwt_different_meshes_demonstrative,outflow_drain,2,2003-03-01,4.8602768144256805e-08,4.831986168743263e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,perenn_areas,2,2003-03-01,20.897484607976896,6.222222222222222
example12_mf6_vs_nwt_different_meshes_demonstrative,recharge,2,2003-03-01,4.861111111111111e-08,4.861111111111111e-08
example12_mf6_vs_nwt_different_meshes_demonstrative,seepage_areas,2,2003-03-01,99.98966510210754,100.0
example12_mf6_vs_nwt_different_meshes_demonstrative,total_areas,2,2003-03-01,100.0,100.0
