date;recharge;runoff;watertable_elevation;watertable_depth;seepage_areas;outflow_drain;groundwater_flux;groundwater_storage;accumulation_flux;total_areas;perenn_areas;intermit_areas
2003-01-31;0.0006666666666666666;0.0002;116.1158447265625;11.069446099973193;0.0;0.0;0.417824387550354;60340.09427021039;0.0;;;
2003-02-28;0.002;0.0002;122.44673156738281;4.738631132537243;0.9803921568627451;0.00025764719271192363;1.258019208908081;63713.280172257786;32.85001754760742;1.4705882352941175;0.0;1.4705882352941175
2003-03-31;0.0;0.0;98.12364959716797;29.061643286312325;0.0;0.0;0.008479855954647064;61319.24305236588;0.0;;;
2003-04-30;0.0;0.0;98.12260437011719;29.062687802782243;0.0;0.0;0.0006435632822103798;59357.413885747825;0.0;;;
2003-05-31;0.0;0.0;98.12260437011719;29.0626963297526;0.0;0.0;0.0008271725382655859;57675.69703846267;0.0;;;
2003-06-30;0.0;0.0;98.12260437011719;29.06269472159591;0.0;0.0;7.651470568248442e-09;56202.81593607906;0.0;;;
2003-07-31;0.0;-0.0001;98.01870727539062;29.166585421094705;0.0;0.0;7.923348643856798e-10;54909.53476609976;0.0;;;
2003-08-31;0.0;0.0;98.00666046142578;29.178639565262138;0.0;0.0;4.021109223373287e-09;53762.028285070446;0.0;;;
2003-09-30;0.0;0.0;98.00666046142578;29.17863866768631;0.0;0.0;7.047590844244667e-10;52733.75733492026;0.0;;;
2003-10-31;0.0;0.0;98.00666046142578;29.178636835135663;0.0;0.0;4.109454110334809e-09;51800.02521928258;0.0;;;
2003-11-30;0.002;0.0002;122.44657897949219;4.7387904522465725;0.9803921568627451;0.00025759693968529796;1.2497994899749756;57539.021507640704;32.84360885620117;1.4705882352941175;0.0;1.4705882352941175
2003-12-31;0.002;0.0002;122.4466323852539;4.7387218250947845;0.9803921568627451;0.00025762769661697685;1.2490710020065308;61631.09370918249;32.847530364990234;1.4705882352941175;0.0;1.4705882352941175
