datetime,value
2020-01-01,2.2787
2020-01-02,1.8784
2020-01-03,1.7718
2020-01-04,2.1807
2020-01-05,2.0278
2020-01-06,1.9233
2020-01-07,1.9793
2020-01-08,1.9737
2020-01-09,2.0669
2020-01-10,1.4537
2020-01-11,2.0269
2020-01-12,1.7508
2020-01-13,2.4338
2020-01-14,2.4752
2020-01-15,1.9345
2020-01-16,2.252
2020-01-17,2.5135
2020-01-18,2.2398
2020-01-19,2.2739
2020-01-20,1.2853
2020-01-21,1.7926
2020-01-22,2.0622
2020-01-23,1.771
2020-01-24,1.5038
2020-01-25,1.6505
2020-01-26,2.0242
2020-01-27,2.3237
2020-01-28,2.0384
2020-01-29,2.0504
2020-01-30,1.7619
2020-01-31,2.0279
2020-02-01,2.3584
2020-02-02,2.0904
2020-02-03,2.3882
2020-02-04,1.9627
2020-02-05,2.2086
2020-02-06,2.1461
2020-02-07,2.1185
2020-02-08,2.4413
2020-02-09,1.9296
2020-02-10,2.1617
2020-02-11,1.8248
2020-02-12,2.0342
2020-02-13,1.8231
2020-02-14,1.7858
2020-02-15,1.7054
2020-02-16,1.8606
2020-02-17,2.3382
2020-02-18,2.241
2020-02-19,1.8896
2020-02-20,1.7776
2020-02-21,1.7758
2020-02-22,2.6047
2020-02-23,2.1718
2020-02-24,2.0373
2020-02-25,2.0162
2020-02-26,2.0481
2020-02-27,1.9476
2020-02-28,1.9085
2020-02-29,1.953
2020-03-01,1.4852
2020-03-02,2.0122
2020-03-03,1.9035
2020-03-04,2.308
2020-03-05,2.1586
2020-03-06,2.0982
2020-03-07,2.2456
2020-03-08,1.8635
2020-03-09,2.3796
2020-03-10,2.0037
2020-03-11,2.5061
2020-03-12,2.193
2020-03-13,1.7338
2020-03-14,2.2165
2020-03-15,2.047
2020-03-16,2.2869
2020-03-17,2.409
2020-03-18,1.8189
2020-03-19,2.456
2020-03-20,2.2485
2020-03-21,2.5321
2020-03-22,1.7555
2020-03-23,2.7226
2020-03-24,1.524
2020-03-25,1.6506
2020-03-26,1.677
2020-03-27,2.0808
2020-03-28,2.2336
2020-03-29,1.772
2020-03-30,2.2476
2020-03-31,2.0814
2020-04-01,2.3998
2020-04-02,2.2529
2020-04-03,1.6776
2020-04-04,2.1444
2020-04-05,1.741
2020-04-06,2.2178
2020-04-07,2.1176
2020-04-08,1.7693
2020-04-09,1.9781
2020-04-10,1.4204
2020-04-11,2.5322
2020-04-12,2.4872
2020-04-13,1.8296
2020-04-14,1.8346
2020-04-15,1.7411
2020-04-16,1.768
2020-04-17,2.4704
2020-04-18,1.3791
2020-04-19,1.652
2020-04-20,2.1119
2020-04-21,2.0667
2020-04-22,1.9368
2020-04-23,2.376
2020-04-24,2.1193
2020-04-25,1.3249
2020-04-26,2.431
2020-04-27,2.2613
2020-04-28,2.1663
2020-04-29,2.0274
2020-04-30,1.8321
2020-05-01,2.0926
2020-05-02,1.6808
2020-05-03,2.317
2020-05-04,1.7827
2020-05-05,1.3629
2020-05-06,2.6571
2020-05-07,1.6301
2020-05-08,2.2576
2020-05-09,2.0297
2020-05-10,1.9568
2020-05-11,2.1217
2020-05-12,1.7718
2020-05-13,2.0586
2020-05-14,1.8163
2020-05-15,1.921
2020-05-16,1.7249
2020-05-17,2.3648
2020-05-18,1.3255
2020-05-19,1.9468
2020-05-20,1.5825
2020-05-21,2.1166
2020-05-22,2.5788
2020-05-23,2.0847
2020-05-24,2.1806
2020-05-25,2.2998
2020-05-26,1.8584
2020-05-27,1.7839
2020-05-28,1.9768
2020-05-29,2.4218
2020-05-30,1.6161
2020-05-31,2.1922
2020-06-01,2.1159
2020-06-02,1.5571
2020-06-03,2.4977
2020-06-04,1.554
2020-06-05,2.3175
2020-06-06,1.7978
2020-06-07,1.6232
2020-06-08,1.8259
2020-06-09,1.5065
2020-06-10,1.8782
2020-06-11,2.0279
2020-06-12,2.1718
2020-06-13,1.9368
2020-06-14,1.7582
2020-06-15,1.5166
2020-06-16,2.0477
2020-06-17,1.8637
2020-06-18,1.9297
2020-06-19,2.0334
2020-06-20,2.3211
2020-06-21,1.7676
2020-06-22,2.1243
2020-06-23,1.8452
2020-06-24,2.4088
2020-06-25,1.2261
2020-06-26,1.9702
2020-06-27,1.9433
2020-06-28,2.5791
2020-06-29,2.1806
2020-06-30,1.7416
2020-07-01,2.2793
2020-07-02,2.2491
2020-07-03,2.3687
2020-07-04,2.2401
2020-07-05,1.884
2020-07-06,1.7737
2020-07-07,1.9627
2020-07-08,1.4437
2020-07-09,1.7613
2020-07-10,2.4741
2020-07-11,1.7993
2020-07-12,2.4568
2020-07-13,1.8212
2020-07-14,2.2115
2020-07-15,2.3707
2020-07-16,2.1174
2020-07-17,1.9949
2020-07-18,2.2531
2020-07-19,2.4154
2020-07-20,2.4005
2020-07-21,2.2842
2020-07-22,1.4698
2020-07-23,2.2782
2020-07-24,2.3413
2020-07-25,2.2696
2020-07-26,1.9521
2020-07-27,2.0445
2020-07-28,1.5989
2020-07-29,2.3547
2020-07-30,2.0061
2020-07-31,1.8195
2020-08-01,2.1397
2020-08-02,1.476
2020-08-03,2.1234
2020-08-04,1.9219
2020-08-05,2.1689
2020-08-06,1.9519
2020-08-07,1.6963
2020-08-08,1.9368
2020-08-09,1.9987
2020-08-10,1.7114
2020-08-11,2.0773
2020-08-12,2.3394
2020-08-13,1.9434
2020-08-14,1.8649
2020-08-15,1.568
2020-08-16,2.4692
2020-08-17,2.2276
2020-08-18,1.9027
2020-08-19,1.8203
2020-08-20,1.4262
2020-08-21,1.6677
2020-08-22,1.7762
2020-08-23,1.7028
2020-08-24,2.1089
2020-08-25,2.1327
2020-08-26,2.1919
2020-08-27,2.358
2020-08-28,2.4027
2020-08-29,1.7597
2020-08-30,2.1184
2020-08-31,2.2989
2020-09-01,2.1856
2020-09-02,1.5476
2020-09-03,2.2058
2020-09-04,2.0267
2020-09-05,2.4505
2020-09-06,1.6693
2020-09-07,1.4734
2020-09-08,1.9569
2020-09-09,1.6482
2020-09-10,1.9781
2020-09-11,1.8253
2020-09-12,1.9361
2020-09-13,1.4219
2020-09-14,2.361
2020-09-15,1.8265
2020-09-16,1.5526
2020-09-17,1.9765
2020-09-18,2.1226
2020-09-19,2.0925
2020-09-20,1.8931
2020-09-21,1.8446
2020-09-22,2.2423
2020-09-23,2.1525
2020-09-24,2.1904
2020-09-25,2.4425
2020-09-26,2.0355
2020-09-27,1.9856
2020-09-28,2.6066
2020-09-29,1.9358
2020-09-30,1.939
2020-10-01,2.2347
2020-10-02,2.1647
2020-10-03,1.5134
2020-10-04,2.43
2020-10-05,2.3313
2020-10-06,1.7145
2020-10-07,2.0148
2020-10-08,2.1243
2020-10-09,2.022
2020-10-10,1.7093
2020-10-11,2.1451
2020-10-12,2.346
2020-10-13,1.9908
2020-10-14,1.7904
2020-10-15,1.8957
